Campaign ID,Campaign,Audience segment,Cost,Impr.,Clicks
23172640507,Audi Metlice Oct - Dec 2025 (DG) - CPC,Travel,4.3,3948.0,143.0
20986564702,HR - Mjeseci (DN) - CPC,HR - Mjesec Korkmaza - Feb 2025,22.46,12308.0,142.0
21368074749,HR - AlwaysOn (DN) - CPC,Add to cart - Non-purchasers,41.39,10900.0,142.0
22016705165,Kaufland - Impuls - Competition - NEO konkurencija Vinkovci - 100ti kupac - Dec-Jan 2024 (DN) - CPM,People not in audiences,27.55,92936.0,142.0
23090115996,Porsche Moon Oct - Dec 2025 - (DN) - CPC,Business Services › Business Technology,9.74,20963.0,142.0
22016705165,Kaufland - Impuls - Competition - NEO konkurencija Vinkovci - 100ti kupac - Dec-Jan 2024 (DN) - CPM,Konkurencija - URLs&apps,23.7,94646.0,140.0
22100777516,Kaufland - Impuls - CRM - 50 dana - 50 poklona - Jan-Mar 2025 (DN) - CPC,Shoppers › Shopping Enthusiasts,5.01,14677.0,140.0
22701405799,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jun 2025 (DN) - CPC,Lifestyles & Hobbies,9.37,10791.0,140.0
22832422795,Kaufland - Impuls - Kaufland Card - Blue Tuesday - July 2025 (DN) - CPC,Home & Garden › Do-It-Yourselfers,6.11,14090.0,140.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,"Media & Entertainment › TV Lovers › Game, Reality & Talk Show Fans",4.52,6481.0,140.0
23172640507,Audi Metlice Oct - Dec 2025 (DG) - CPC,News & Politics › Avid News Readers › Avid Business News Readers,9.36,4162.0,140.0
22634269397,Kaufland - Impuls - Kaufland Card - Nagradna igra - Jun 2025 (DN) - CPC,Lifestyles & Hobbies › Family-Focused,5.55,18453.0,138.0
22253655013,Kaufland - Impuls - Other - Online katalog - Tjestenina i umaci - Feb-Mar 2025 (DN) - CPC,Italian Recipes,9.71,13573.0,137.0
21024840365,HR - Proizvodi (DN) - CPC,Kitchen Knives,12.09,33370.0,136.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,Property › Residential Properties › Residential Properties (For Rent) › Apartments (For Rent),4.16,8603.0,136.0
22016705165,Kaufland - Impuls - Competition - NEO konkurencija Vinkovci - 100ti kupac - Dec-Jan 2024 (DN) - CPM,Katalozi - URLs&apps,23.81,94305.0,134.0
22540720006,Kaufland - Mini Jobs - May 2025 (DN) - CPM,Employment › Temporary & Seasonal Jobs,51.66,191104.0,134.0
22100777516,Kaufland - Impuls - CRM - 50 dana - 50 poklona - Jan-Mar 2025 (DN) - CPC,Home & Garden,3.98,6384.0,131.0
23063936142,Demand_Gen_Cooking_CookingRange_2025_Pecniceiploce_HR,Parental Status › Parents › Parents of Infants (0-1 years),4.5,3927.0,131.0
23228485387,Kaufland - Image - Impuls - Christmas - IGRAČKE - Nov-Dec 2025 (DN) - CPC,Children's Toys,7.2,13067.0,131.0
19354219109,Kaufland GDN Godišnja 2026 (DN),Shoppers,3.53,23814.0,130.0
22939420753,Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DG) - CPC,Food & Dining,16.94,2137.0,130.0
22942514632,Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM,Business Services › Business Technology,101.9,111432.0,130.0
23073689005,Demand_Gen_IndoorCleaning_Robot_2025_Usisavač_HR,Smart Home Gadgets,8.45,1867.0,129.0
23172640507,Audi Metlice Oct - Dec 2025 (DG) - CPC,Audi Servis konfigurator - Servisni paket - 30 days - Remarketing 2025.,4.57,2984.0,128.0
20986564702,HR - Mjeseci (DN) - CPC,Home & Garden › Outdoor Items › BBQs & Grills,20.62,13603.0,127.0
22052818761,Kaufland - Impuls - Competition - NEO konkurencija Sinj - 100ti kupac - Dec-Jan 2024 (DN) - CPM,Katalog Custom Terms,33.77,65147.0,127.0
23178401984,Audi Zupčasti remen Oct - Dec 2025 (DG) - CPC,Timing Belts,6.55,13176.0,127.0
22094960787,Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM,Shoppers › Shoppers by Shop Type › Department Store Shoppers,35.96,121517.0,126.0
22409208617,Kaufland - Image - Impuls - Gaming - Minecraft - Apr 2025 (DN) - CPM,Video Games for Kids,49.86,216624.0,126.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,News & Politics › Avid News Readers › Avid Local News Readers,6.58,6401.0,126.0
20986564702,HR - Mjeseci (DN) - CPC,HR - Mjesec Gusa - Custom segment,21.25,23111.0,122.0
22586653620,DetoxMay25_Range_HomeAppliances_Kitchen_Flight_Blenders,Bosch MUM - Custom Segment 2025.,6.96,4820.0,121.0
23067963990,Demand_Gen_IndoorCleaning_VacuumCleaners_Unlimited10_HR,Home & Garden,5.44,2231.0,121.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,Food & Dining,7.57,4255.0,121.0
23078243977,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DN) - CPM,Katalozi - URLs&apps,56.8,152871.0,121.0
23205520748,Porsche DWA Oct - Dec 2025 (YT) - Efficient reach - CPM,Vehicles & Transportation › Car Enthusiasts › Performance & Luxury Vehicle Enthusiasts,284.49,220198.0,121.0
23259493185,Kaufland - Impuls - Božić - Nov-Dec - (DN) - CPC,Katalog Custom Terms,4.82,12332.0,120.0
22253655013,Kaufland - Impuls - Other - Online katalog - Tjestenina i umaci - Feb-Mar 2025 (DN) - CPC,Cooking Information,7.87,14871.0,119.0
22104822958,Kaufland - Impuls - Other - Online katalog - Guilty pleasures - Jan 2025 (DN) - CPC,Lifestyles & Hobbies,4.19,11284.0,118.0
22157995591,Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Dugo Selo - Jan-Feb 2025 (DN) - CPM,Konkurencija - URLs&apps,35.34,96950.0,118.0
22367806441,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Mar 2025 (DN) - CPC,Home & Garden › Do-It-Yourselfers,8.85,14094.0,118.0
22942514632,Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM,Cars and Vehicles › Motor Vehicles › Motor Vehicles (New),70.23,90439.0,118.0
22973235801,Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (DG) - CPC,News & Politics › Avid News Readers › Avid World News Readers,2.59,7972.0,118.0
22973235801,Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (DG) - CPC,Clothing & Accessories › Formal Wear › Suits & Business Attire,3.67,899.0,117.0
23055092044,Kaufland - Impuls - Ivanec - Sept-Nov 2025 (DG) - CPC,Food & Dining,18.9,2220.0,116.0
23172640507,Audi Metlice Oct - Dec 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,9.13,3061.0,115.0
21166991664,HR - Vip Kartice (DN) - CPC,Professional Chefs,4.39,5432.0,114.0
23284093421,HR - Black Friday (DN) - CPA_2025,Cooking Information,18.45,25520.0,113.0
20986564702,HR - Mjeseci (DN) - CPC,HR - Mjesec Berlinger Hausa - Mar 2025,30.8,11258.0,112.0
22052818761,Kaufland - Impuls - Competition - NEO konkurencija Sinj - 100ti kupac - Dec-Jan 2024 (DN) - CPM,Shoppers › Shoppers by Shop Type › Department Store Shoppers,36.94,69105.0,112.0
22715554283,Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Vinkovci - Jun-Jul 2025 (DN) - CPM,Food & Dining › Cooking Enthusiasts,21.79,72519.0,112.0
22902769159,Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC,Education › Primary & Secondary Schools,13.72,7049.0,112.0
20986564702,HR - Mjeseci (DN) - CPC,Home & Garden › Cookware & Bakeware,19.53,2296.0,108.0
22133425589,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jan 2025 (DN) - CPC,Lifestyles & Hobbies,5.01,11676.0,107.0
22367806441,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Mar 2025 (DN) - CPC,Lifestyles & Hobbies,7.84,26544.0,107.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,Travel › Trips by Destination › Trips to Europe › Trips to Poland,3.15,4488.0,107.0
23303954306,Kaufland - Impuls - Katalog Dekoracije i kolači - (DN) - CPC,Seasonal Shopping › Christmas Shopping,6.33,13490.0,107.0
22339789598,Demand_Gen_Food_KitchenMachines_Kuhinjski_robot_MUM6_2025_HR,Home & Garden › Home Appliances › Kitchen Appliance Accessories › Mixer & Blender Accessories,3.61,289.0,106.0
22357788672,Kaufland - Online katalog - VRT - Mar 2025 (DN) - CPC,Home & Garden › Home & Garden Services › Landscape Design,4.82,9510.0,105.0
22420905485,Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC,Baby & Children's Products › Childcare & Education › Early Childhood Education,9.53,8524.0,105.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,Sports & Fitness › Health & Fitness Buffs,3.55,5976.0,105.0
22261718856,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Feb 2025 (DN) - CPC,Lifestyles & Hobbies › Family-Focused,6.91,19744.0,104.0
22797257519,Kaufland - Dex Rock - Jul-Aug 2025 (DN) - CPM,Video Games for Kids,38.54,165729.0,104.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,Clothing & Accessories › Formal Wear,3.21,7248.0,104.0
23055092044,Kaufland - Impuls - Ivanec - Sept-Nov 2025 (DG) - CPC,Food & Dining › Cooking Enthusiasts,12.41,2084.0,104.0
22783135600,Kaufland - Stranci - Hindi - Jul 2025 (DN) - CPM,Food & Dining,9.25,53351.0,103.0
22922001768,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Aug 2025 (DN) - CPC,Lifestyles & Hobbies › Family-Focused,6.1,18491.0,103.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,Software › Antivirus & Security Software,2.99,7819.0,103.0
22922001768,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Aug 2025 (DN) - CPC,Lifestyles & Hobbies,4.69,10582.0,102.0
22939420753,Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DG) - CPC,Food & Dining › Cooking Enthusiasts,14.37,2048.0,102.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,Shoppers › Luxury Shoppers,3.43,2257.0,102.0
22052818761,Kaufland - Impuls - Competition - NEO konkurencija Sinj - 100ti kupac - Dec-Jan 2024 (DN) - CPM,Home & Garden › Do-It-Yourselfers,49.34,94822.0,101.0
22586653620,DetoxMay25_Range_HomeAppliances_Kitchen_Flight_Blenders,Home & Garden › Home Appliances › Small Appliances › Juicers & Blenders,4.07,1214.0,100.0
22935327806,Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DN) - CPM,Food & Dining › Cooking Enthusiasts,26.21,76693.0,100.0
22094960787,Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM,Home & Garden › Do-It-Yourselfers,32.21,104822.0,99.0
20986564702,HR - Mjeseci (DN) - CPC,Pellet Grills & Smokers,13.44,22403.0,98.0
22922001768,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Aug 2025 (DN) - CPC,Home & Garden › Do-It-Yourselfers,9.02,14897.0,98.0
23205620765,Porsche DWA Oct - Dec 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › 4x4s › 4x4s (Used),2.93,1752.0,98.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,Shoppers › Bargain Hunters,2.91,5812.0,97.0
23063936142,Demand_Gen_Cooking_CookingRange_2025_Pecniceiploce_HR,Marital Status › In a relationship,3.08,1312.0,97.0
23228485387,Kaufland - Image - Impuls - Christmas - IGRAČKE - Nov-Dec 2025 (DN) - CPC,Baby & Children's Products › Toys,5.77,20884.0,97.0
22938933272,Audi A6 Aug - Sep 2025 (DN) - CPM,Cars and Vehicles,22.42,69271.0,95.0
23055092044,Kaufland - Impuls - Ivanec - Sept-Nov 2025 (DG) - CPC,News & Politics › Avid News Readers › Avid Local News Readers,14.98,1996.0,95.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,Shoppers › Shoppers by Shop Type › Department Store Shoppers,5.64,4236.0,95.0
19354219109,Kaufland GDN Godišnja 2026 (DN),Shoppers › Shoppers by Shop Type › Superstore Shoppers,2.81,10414.0,94.0
20986564702,HR - Mjeseci (DN) - CPC,Slow Cooker Recipes,15.94,31940.0,93.0
20986564702,HR - Mjeseci (DN) - CPC,HR - Mjesec tava i wokova - July 2025.,23.87,9361.0,93.0
23228485387,Kaufland - Image - Impuls - Christmas - IGRAČKE - Nov-Dec 2025 (DN) - CPC,Baby & Children's Products,6.01,15837.0,93.0
19354219109,Kaufland GDN Godišnja 2026 (DN),Shoppers › Bargain Hunters,2.53,14603.0,92.0
23227314390,Audi Q3 Nov - Dec 2025 - (YT)  Efficient reach - CPM,Lifestyles & Hobbies › Business Professionals,437.1,293370.0,92.0
22261718856,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Feb 2025 (DN) - CPC,Lifestyles & Hobbies,7.1,17272.0,91.0
22829619343,Kaufland - Image - Impuls - FIMA - Split - Ravne njive - 100ti kupac - Split - Jul-Aug 2025 (DN) - CPM,Home & Garden › Do-It-Yourselfers,3.42,7119.0,90.0
23224632388,Kaufland - Impuls - Red Bull Symphonic - Nov 2025 (DG) - CPC,Clothing & Accessories › Shoes › Dress Shoes,2.69,2981.0,90.0
20986564702,HR - Mjeseci (DN) - CPC,HR - Blaumann - Nov 2025,23.72,6146.0,89.0
23178401984,Audi Zupčasti remen Oct - Dec 2025 (DG) - CPC,Travel › Travel Buffs › Luxury Travellers,4.91,4549.0,89.0
22402632129,Kaufland - Image - Impuls - Gaming - Minecraft - Apr 2025 (YT) - Shorts - CPM,Computer Games,51.2,31402.0,88.0
22939420753,Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DG) - CPC,News & Politics › Avid News Readers › Avid Political News Readers,12.07,1861.0,88.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,Travel › Travel Buffs › Beachbound Travellers,5.06,2945.0,88.0
23227314390,Audi Q3 Nov - Dec 2025 - (YT)  Efficient reach - CPM,Business Services › Business Technology,154.36,113414.0,88.0
22157995591,Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Dugo Selo - Jan-Feb 2025 (DN) - CPM,Food & Dining › Cooking Enthusiasts,25.93,64257.0,87.0
22405006700,PLCLABApr25_MDA_LaundryCare_WashingMachines_Flight,Washing Machines,1.66,1881.0,87.0
23076969740,Kaufland - Image - Other - NEO - Otvorenje Osijek - Oct 2025 (DN) - CPM,Shoppers,22.88,103430.0,87.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,Lifestyles & Hobbies › Green Living Enthusiasts,3.94,1400.0,86.0
23095969412,Porsche Moon Oct - Dec 2025 - (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles › Hybrid & Alternative Vehicles (New),3.41,427.0,86.0
22477837665,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Apr 2025 (DN) - CPC,Home & Garden › Do-It-Yourselfers,8.44,9001.0,84.0
23055092044,Kaufland - Impuls - Ivanec - Sept-Nov 2025 (DG) - CPC,Shoppers › Shoppers by Shop Type › Department Store Shoppers,11.34,1880.0,84.0
23095969412,Porsche Moon Oct - Dec 2025 - (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles,3.05,923.0,84.0
22579330750,Porsche Moon May - Jul 2025 - (YT) - VVC,Vehicles & Transportation,289.62,145903.0,83.0
22588026601,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Biograd - May-Jun 2025 (DN) - CPM,Food & Dining › Cooking Enthusiasts,44.63,81650.0,83.0
22634269397,Kaufland - Impuls - Kaufland Card - Nagradna igra - Jun 2025 (DN) - CPC,Home & Garden › Do-It-Yourselfers,3.22,7909.0,83.0
22821633494,Kaufland - Dex Rock - Jul-Aug 2025 (YT) - CPM,Computer Games,34.27,33414.0,83.0
22939420753,Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DG) - CPC,News & Politics › Avid News Readers › Avid Local News Readers,11.44,1820.0,83.0
23172640507,Audi Metlice Oct - Dec 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Luxury Vehicles,5.44,1623.0,83.0
23227314390,Audi Q3 Nov - Dec 2025 - (YT)  Efficient reach - CPM,Employment › Executive & Management Jobs,122.04,115051.0,83.0
23259493185,Kaufland - Impuls - Božić - Nov-Dec - (DN) - CPC,Food & Dining,2.69,24585.0,83.0
23303954306,Kaufland - Impuls - Katalog Dekoracije i kolači - (DN) - CPC,Katalog Custom Terms,5.56,9984.0,83.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,Lifestyles & Hobbies › Green Living Enthusiasts,2.65,1470.0,82.0
22939420753,Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DG) - CPC,Food & Dining › Cooking Enthusiasts › 30 Minute Chefs,7.75,1311.0,81.0
23306185899,Kaufland - Impuls - NEO konkurencija - Jednodnevna akcija - Jankomir - DEC 2025 (DN) - CPC,Home & Garden › Do-It-Yourselfers,18.43,32340.0,81.0
21975804918,GDN_GDN_Range_nd_Bosch Kuhaj zdravo_Promocija_HR,Purchasing a Home › Recently Purchased a Home,2.65,207.0,80.0
22253655013,Kaufland - Impuls - Other - Online katalog - Tjestenina i umaci - Feb-Mar 2025 (DN) - CPC,Shoppers › Shopping Enthusiasts,6.0,14113.0,80.0
22367806441,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Mar 2025 (DN) - CPC,Food & Dining › Foodies,4.52,14040.0,80.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,Shoppers › Bargain Hunters,3.77,2897.0,80.0
23076969740,Kaufland - Image - Other - NEO - Otvorenje Osijek - Oct 2025 (DN) - CPM,Katalog Custom Terms,12.22,49900.0,80.0
22104822958,Kaufland - Impuls - Other - Online katalog - Guilty pleasures - Jan 2025 (DN) - CPC,Shoppers › Shopping Enthusiasts,3.01,7090.0,79.0
22634269397,Kaufland - Impuls - Kaufland Card - Nagradna igra - Jun 2025 (DN) - CPC,Home & Garden,3.5,4764.0,79.0
22829619343,Kaufland - Image - Impuls - FIMA - Split - Ravne njive - 100ti kupac - Split - Jul-Aug 2025 (DN) - CPM,Katalog Custom Terms,2.54,6758.0,79.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,Clothing & Accessories › Shoes › Dress Shoes,3.18,3177.0,78.0
22701405799,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jun 2025 (DN) - CPC,Home & Garden › Do-It-Yourselfers,8.92,8301.0,77.0
22942514632,Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM,Business Creation › Recently Started a Business,32.64,50307.0,77.0
22367806441,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Mar 2025 (DN) - CPC,Lifestyles & Hobbies › Family-Focused,6.27,18258.0,76.0
22394409546,Kaufland - Uskrs - Online katalog - Igračke - Apr 2025 (DN) - CPC,Lifestyles & Hobbies › Family-Focused,3.89,4660.0,76.0
22797257519,Kaufland - Dex Rock - Jul-Aug 2025 (DN) - CPM,Computer Games,18.71,81602.0,76.0
22797257519,Kaufland - Dex Rock - Jul-Aug 2025 (DN) - CPM,Computers & Peripherals › Computers › Laptops & Notebooks,17.23,90716.0,76.0
23076969740,Kaufland - Image - Other - NEO - Otvorenje Osijek - Oct 2025 (DN) - CPM,Lifestyles & Hobbies › Family-Focused,35.86,150913.0,76.0
22634269397,Kaufland - Impuls - Kaufland Card - Nagradna igra - Jun 2025 (DN) - CPC,Shoppers › Shopping Enthusiasts,3.49,8110.0,75.0
22973235801,Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (DG) - CPC,Travel › Trips by Destination › Trips to Europe › Trips to Poland,3.74,6173.0,75.0
20986564702,HR - Mjeseci (DN) - CPC,HR - BBQ ljetna rapsodija - June 2025.,35.21,10985.0,74.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,Food & Dining › Cooking Enthusiasts › Aspiring Chefs,2.35,1293.0,74.0
23055092044,Kaufland - Impuls - Ivanec - Sept-Nov 2025 (DG) - CPC,News & Politics › Avid News Readers › Avid Political News Readers,10.57,1689.0,74.0
20986564702,HR - Mjeseci (DN) - CPC,Electric Grills,10.37,15439.0,72.0
20986564702,HR - Mjeseci (DN) - CPC,HR - Mjesec gusa i express lonaca - Jan 2025.,14.88,7901.0,72.0
22094960787,Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM,Lifestyles & Hobbies › Family-Focused,18.03,71142.0,72.0
22902769159,Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC,Shoppers › Shopping Enthusiasts,9.16,7117.0,72.0
22939420753,Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DG) - CPC,Shoppers › Shoppers by Shop Type › Department Store Shoppers,9.63,1601.0,72.0
22253655013,Kaufland - Impuls - Other - Online katalog - Tjestenina i umaci - Feb-Mar 2025 (DN) - CPC,Food & Dining › Cooking Enthusiasts,7.3,13339.0,71.0
22402632129,Kaufland - Image - Impuls - Gaming - Minecraft - Apr 2025 (YT) - Shorts - CPM,Minecraft,24.04,14912.0,71.0
22701405799,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jun 2025 (DN) - CPC,Home & Garden,3.3,3255.0,71.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,Property › Residential Properties › Residential Properties (For Rent) › Apartments (For Rent),2.11,4626.0,71.0
19354219109,Kaufland GDN Godišnja 2026 (DN),Food & Dining › Cooking Enthusiasts,2.35,9847.0,70.0
22367806441,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Mar 2025 (DN) - CPC,Food & Dining,4.25,17776.0,70.0
22579330750,Porsche Moon May - Jul 2025 - (YT) - VVC,Business & Industrial Products,98.27,56245.0,70.0
22592469500,Kaufland - Impuls - Kaufland Card - Blue Tuesday - May 2025 (DN) - CPC,Home & Garden › Do-It-Yourselfers,4.91,4239.0,70.0
22719312160,Kaufland - Image - Impuls - FIMA - Split - Ravne njive - Jun-Jul 2025 (DN) - CPC,Katalog Custom Terms,3.32,7207.0,70.0
23064392874,Kaufland - Impuls - Nova Gradiška - Sept-Oct 2025 (DG) - CPC,Shoppers,40.01,2003.0,70.0
22133425589,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jan 2025 (DN) - CPC,Shoppers › Shopping Enthusiasts,3.56,11752.0,69.0
22701405799,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jun 2025 (DN) - CPC,Food & Dining,3.69,13359.0,68.0
22938933272,Audi A6 Aug - Sep 2025 (DN) - CPM,Technology,21.12,75696.0,68.0
22477837665,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Apr 2025 (DN) - CPC,Food & Dining,6.6,17973.0,66.0
22477837665,Kaufland - Impuls - Kaufland Card - Blue Tuesday - Apr 2025 (DN) - CPC,Lifestyles & Hobbies,5.62,16786.0,66.0
23135201942,Kaufland - Impuls - Kaufland Card Rođendan - Oct - Nov 2025 (DN) - CPC,Katalog Custom Terms,2.93,4229.0,66.0
22579330750,Porsche Moon May - Jul 2025 - (YT) - VVC,Financial Services › Investment Services,139.29,80552.0,65.0
22634269397,Kaufland - Impuls - Kaufland Card - Nagradna igra - Jun 2025 (DN) - CPC,Food & Dining,2.73,22518.0,65.0
22942514632,Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM,Cars and Vehicles › Motor Vehicles,37.57,48629.0,65.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,Gifts & Occasions › Photo & Video Services › Event Photographers & Studios,1.89,4525.0,65.0
23095969598,Porsche Moon Oct - Dec 2025 - (YT) - VVC,Financial Services › Investment Services,187.97,90631.0,65.0
23224632388,Kaufland - Impuls - Red Bull Symphonic - Nov 2025 (DG) - CPC,Shoppers › Shoppers by Shop Type › Department Store Shoppers,2.59,3748.0,65.0
23259493185,Kaufland - Impuls - Božić - Nov-Dec - (DN) - CPC,Shoppers › Bargain Hunters,2.36,17219.0,65.0
23055052468,Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC,Clothing & Accessories › Shoes › Dress Shoes,2.05,1920.0,64.0
23259493185,Kaufland - Impuls - Božić - Nov-Dec - (DN) - CPC,Food & Dining › Foodies,2.35,8717.0,64.0
19354219109,Kaufland GDN Godišnja 2026 (DN),Shoppers › Shoppers by Shop Type › Department Store Shoppers,1.77,7092.0,63.0
21024840365,HR - Proizvodi (DN) - CPC,Chef Information and Recipes,5.37,18184.0,63.0
22409208617,Kaufland - Image - Impuls - Gaming - Minecraft - Apr 2025 (DN) - CPM,Computers & Peripherals › Computers › Laptops & Notebooks,17.86,83716.0,63.0
23078243977,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DN) - CPM,Food & Dining › Cooking Enthusiasts,25.29,68837.0,63.0
23306185899,Kaufland - Impuls - NEO konkurencija - Jednodnevna akcija - Jankomir - DEC 2025 (DN) - CPC,Katalog Custom Terms,11.48,14339.0,63.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,"Media & Entertainment › TV Lovers › Game, Reality & Talk Show Fans",3.7,2822.0,62.0
23135201942,Kaufland - Impuls - Kaufland Card Rođendan - Oct - Nov 2025 (DN) - CPC,Home & Garden › Do-It-Yourselfers,2.33,5053.0,62.0
19318993855,Kralj Roštilja - GDN - AlwaysOn (DN) - CPC,Home & Garden › Outdoor Items › Garden & Outdoor Furniture,6.83,7532.0,61.0
22157995591,Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Dugo Selo - Jan-Feb 2025 (DN) - CPM,Shoppers › Shoppers by Shop Type › Department Store Shoppers,15.69,35987.0,61.0
22832422795,Kaufland - Impuls - Kaufland Card - Blue Tuesday - July 2025 (DN) - CPC,Lifestyles & Hobbies › Family-Focused,5.24,13759.0,61.0
23259493185,Kaufland - Impuls - Božić - Nov-Dec - (DN) - CPC,Lifestyles & Hobbies,2.39,10990.0,61.0
23284093421,HR - Black Friday (DN) - CPA_2025,Add to cart - Non-purchasers,89.77,5689.0,61.0
23068292085,Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC,Sports & Fitness › Health & Fitness Buffs,3.19,2729.0,60.0
20986564702,HR - Mjeseci (DN) - CPC,Immersion Cooking,9.99,18469.0,59.0
