Account name;Customer ID;Campaign;Campaign ID;Campaign type;Country/Territory (User location);Currency code;Impr.;Clicks;Cost
McDonald's EUR;673-543-9149;McDonald's Trust I May 2025 (YT) - Bumper;22518745594;In-stream video;Croatia;EUR;1,964,313;1,330;1499.95
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Malaysia;EUR;26,206;7;7.25
JGL Croatia EUR;958-633-7486;lactogyn_june_2025_display_cpm;22791210171;Display;Croatia;EUR;14,904,961;8,735;3156.98
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Japan;EUR;5;0;0
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Norway;EUR;99;0;0.03
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Bulgaria;EUR;2,218;0;1.67
Nissan Hrvatska EUR;494-390-2223;Nissan QQ March 2025 (DN) - CPM;22317443434;Display;Croatia;EUR;18,631,796;11,708;3999.63
McDonald's EUR;673-543-9149;McDonald's Trust I May 2025 (YT) - CPV;22515310217;In-stream video;Croatia;EUR;920,530;972;3499.24
JGL Croatia EUR;958-633-7486;jgl_zaposljavanje_october_2025_cross-network_pmax;23130287493;Performance Max;India;EUR;1;0;0
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Slovakia;EUR;10;0;0.03
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Wallis and Futuna;EUR;12;0;0
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;23150224947;Performance Max;Malaysia;EUR;4;2;0.3
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Honduras;EUR;19,614;25;13.35
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Paraguay;EUR;26,516;32;17.18
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Hungary;EUR;21;0;0.05
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Sri Lanka;EUR;27,694;210;14.21
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Philippines;EUR;86,336;148;87.42
HR_Nivea_Google Display Network_x_OMD_EUR;850-057-4954;T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_gdn;22139609415;Display;Croatia;EUR;1,275,643;40,274;2999.14
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Zimbabwe;EUR;1,815;6;1.07
McDonald's EUR;673-543-9149;McDonald's Employer Image AO Jan - Mar 2025 Performance Max - CPA;22088665616;Performance Max;Ireland;EUR;1;0;0
McDonald's EUR;673-543-9149;McDonald's Coffee Monday II Oct - Dec 2025 (YT) - CPV;23156569103;In-stream video;Croatia;EUR;566,789;702;1999.47
McDonald's EUR;673-543-9149;McDonald's Employer Image II May - June 2025 Demand Gen - CPA;22575094499;Demand Gen;Croatia;EUR;3,592,915;57,049;1700.94
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Nepal;EUR;66,242;421;33.81
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Singapore;EUR;549;0;0.17
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Bulgaria;EUR;2,478;0;2.7
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Australia;EUR;3;0;0
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Lithuania;EUR;106;0;0.07
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Finland;EUR;3;0;0
McDonald's EUR;673-543-9149;McDonald's HM Pokemon Jan Feb 2025 (YT) - CPV;22155260349;In-stream video;Croatia;EUR;1,798,973;4,153;4495.46
McDonald's EUR;673-543-9149;McDonald's McDelivery x Glovo III Dec 2025 (YT) - Bumper;23359818609;In-stream video;Croatia;EUR;576,475;631;998.56
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Ecuador;EUR;98,224;123;71.92
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Malta;EUR;25;1;0.03
McDonald's EUR;673-543-9149;McDonald's McNuggets June 2025 - CPV;22655446491;In-stream video;Croatia;EUR;728,734;711;2499.87
Nissan Hrvatska EUR;494-390-2223;Nissan QQ July 2025 (DN) - CPM;22763308746;Display;Croatia;EUR;13,399,049;9,922;2999.49
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Northern Mariana Islands;EUR;61;0;0.03
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Hungary;EUR;371;0;0.06
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Oman;EUR;13,154;3;4.66
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Nigeria;EUR;4,986;6;4.29
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Denmark;EUR;18;0;0.06
Nissan Hrvatska EUR;494-390-2223;Nissan QQ June 2025 - Performance Max;22631927985;Performance Max;Croatia;EUR;437,558;10,881;3970.84
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Tanzania;EUR;9,426;16;2.47
McDonald's EUR;673-543-9149;McDonald's 1+1 May-Aug 2025 (YT) - Bumper;22577658432;In-stream video;Croatia;EUR;3,306,032;2,066;2501.9
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Faroe Islands;EUR;51;0;0.03
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;23150224947;Performance Max;Netherlands;EUR;1;0;0
McDonald's EUR;673-543-9149;McDonald's MOP Aug - Sep 2025 (YT) - Bumper;22974152623;In-stream video;Croatia;EUR;2,470,889;1,408;1998.21
McDonald's EUR;673-543-9149;McDonald's McDelivery Apr - May 2025 (YT) - CPV;22433452242;In-stream video;Croatia;EUR;1,225,238;1,833;3997.74
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Chile;EUR;13,466;4;4.27
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Ghana;EUR;2,194;1;1.35
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Greenland;EUR;96;0;0.05
JGL Croatia EUR;958-633-7486;lactogyn_june_2025_youtube_cpm;22797176144;In-stream video;Croatia;EUR;109;0;0.11
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Taiwan;EUR;2,075;0;0.78
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Bahrain;EUR;4,423;3;1.4
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Jamaica;EUR;7,707;15;4.93
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Morocco;EUR;69,399;37;24.11
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Cambodia;EUR;21,728;48;6.39
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Romania;EUR;133;2;0.44
McDonald's EUR;673-543-9149;McDonald's 1+1 Feb-Mar 2025 (YT) - Bumper;22200493569;In-stream video;Croatia;EUR;1,531,439;454;800.79
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Curacao;EUR;497;1;0.14
Philips Hrvatska EUR;799-919-6701;DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22248624606;Demand Gen;Croatia;EUR;4,316,956;69,475;2000.16
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;El Salvador;EUR;15,200;16;11.28
McDonald's EUR;673-543-9149;McDonald's_Coffee_I_March_2025 (YT) - Bumper;22324496873;In-stream video;Croatia;EUR;149,863;41;102.51
McDonald's EUR;673-543-9149;McDonald's HM Lil McD's July 2025 (YT) - Bumper;22775346894;In-stream video;Croatia;EUR;456,687;540;704.25
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - Bumper;22738859515;In-stream video;Croatia;EUR;2,758,149;1,797;2500.69
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Costa Rica;EUR;5,629;2;5.22
McDonald's EUR;673-543-9149;McDonald's McDelivery Wolt Apr - May 2025 (YT) - CPV;22442535963;In-stream video;Croatia;EUR;673,214;3,112;1199.9
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Dominican Republic;EUR;25,965;11;10.02
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Hong Kong;EUR;3;0;0
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;French Polynesia;EUR;204;0;0.13
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Venezuela;EUR;145,136;68;51.82
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Australia;EUR;14;0;0.1
McDonald's EUR;673-543-9149;McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper;22604502871;In-stream video;Croatia;EUR;423,133;189;335.97
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Senegal;EUR;27,187;76;9.1
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Argentina;EUR;38,744;7;9.89
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Spain;EUR;62;0;0.28
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Sweden;EUR;13;0;0.13
McDonald's EUR;673-543-9149;McDonald's Employer Image IV Nov - Dec 2025 (Demand Gen) - CPC;23279927975;Demand Gen;Croatia;EUR;3,994,013;59,060;1999.05
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Puerto Rico;EUR;174;0;0.21
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Luxembourg;EUR;13;0;0
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Caribbean Netherlands;EUR;56;1;0.03
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Kazakhstan;EUR;46,248;19;16.8
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Belgium;EUR;6;0;0.02
McDonald's EUR;673-543-9149;McDonald's McCrispy AO Aug - Sep 2025 (YT) - CPV;22886402763;In-stream video;Croatia;EUR;979,256;811;2500.44
JGL Croatia EUR;958-633-7486;prolife_november_2025_youtube_cpm;23257344616;In-stream video;Croatia;EUR;3,670,707;2,916;5740.31
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Kenya;EUR;45,581;11;16.96
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Bermuda;EUR;115;0;0.07
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163446124;In-stream video;Croatia;EUR;2,186,047;953;2041.81
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Dominican Republic;EUR;29,451;53;21.32
Philips Hrvatska EUR;799-919-6701;DG_OMD_HR-HR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.4.-15.6.;22453368902;Demand Gen;Croatia;EUR;3,061,758;54,599;1850.01
JGL Croatia EUR;958-633-7486;jgl_zaposljavanje_october_2025_cross-network_pmax;23130287493;Performance Max;Serbia;EUR;15;3;0.53
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Philippines;EUR;71,753;117;72.49
McDonald's EUR;673-543-9149;McDonald's McDelivery May - June AO 2025 (YT) - CPV;22503135265;In-stream video;Croatia;EUR;442,653;494;1500.61
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Lebanon;EUR;9,770;35;6.73
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;New Zealand;EUR;222;0;0.08
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Aruba;EUR;227;0;0.19
McDonald's EUR;673-543-9149;McDonald's McDelivery Jan - Apr 2025 (YT) - Bumper;22129838083;In-stream video;Croatia;EUR;763,152;258;441.41
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Croatia;EUR;1,317,365;23,232;5460.02
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Aruba;EUR;315;0;0.11
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Oman;EUR;5,776;7;4.93
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23031771971;Performance Max;Croatia;EUR;250,485;3,159;1796.08
McDonald's EUR;673-543-9149;McDonald's Employer Image Dugopolje  Feb- Mar 2025 Performance Max - CPA;22232159977;Performance Max;Croatia;EUR;1,198,251;11,850;3108.56
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Czechia;EUR;199;0;0
McDonald's EUR;673-543-9149;McDonald's Breakfast AO Jan - Mar 2025 (YT) - Bumper;22099244537;In-stream video;Croatia;EUR;1,485,081;725;999.88
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Hong Kong;EUR;132;0;0.6
Zott EUR;150-132-6366;Zott Protein Apr - Jun 2025 (YT) - Trueview - CPV;22432560440;In-stream video;Croatia;EUR;3,210,799;2,897;6201.21
Philips Hrvatska EUR;799-919-6701;DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136083489;Demand Gen;Croatia;EUR;664,789;13,925;1497.95
Philips Hrvatska EUR;799-919-6701;DG_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_DG_14.11.-31.12.2025.;23283832784;Demand Gen;Croatia;EUR;60,031;770;550.81
McDonald's EUR;673-543-9149;McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper;22530427806;In-stream video;Croatia;EUR;2,953,762;629;1499.57
McDonald's EUR;673-543-9149;McDonald's Maestro I Feb-Mar 2025 (YT) - CPV;22221082960;In-stream video;Croatia;EUR;1,515,311;1,351;4146.05
McDonald's EUR;673-543-9149;McDonald's Maestro III June-August 2025 (YT) - CPV;22738216012;In-stream video;Croatia;EUR;1,083,456;1,486;3041.11
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Australia;EUR;23;0;0
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Zimbabwe;EUR;1,540;5;0.83
Zott EUR;150-132-6366;Zott Protein Sep - Oct 2025 (DN) - CPM;23008688608;Display;Croatia;EUR;5,704,286;3,991;1999.95
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Northern Mariana Islands;EUR;49;0;0.03
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Turks and Caicos Islands;EUR;250;1;0.14
Philips Hrvatska EUR;799-919-6701;DIS_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_GDN_Awareness_1.11.-15.12.2025.;23214557439;Display;Bosnia and Herzegovina;EUR;7,519,913;8,083;1236.01
JGL Croatia EUR;958-633-7486;fungilac_march_2025_youtube_fc_cpm;22397772365;In-stream video;Croatia;EUR;3,827,415;6,685;6698.58
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Senegal;EUR;17,811;57;8.55
McDonald's EUR;673-543-9149;McDonald's Coffee Monday II Oct - Dec 2025 (YT) - Bumper;23151276168;In-stream video;Croatia;EUR;1,456,695;542;1499.62
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Slovakia;EUR;4;1;0.27
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Malta;EUR;81;0;0.06
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;23150224947;Performance Max;Germany;EUR;4;0;0
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Portugal;EUR;847;0;0.18
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140105375;In-stream video;Croatia;EUR;2,124,544;1,350;1964.9
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Vietnam;EUR;1;0;0
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Indonesia;EUR;217,814;418;170.64
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Belgium;EUR;34;0;0
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Honduras;EUR;23,384;37;17.01
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;French Guiana;EUR;358;1;0.23
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Uruguay;EUR;10,051;10;6.99
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Papua New Guinea;EUR;603;1;0.24
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Singapore;EUR;35;0;0.13
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Egypt;EUR;21,823;35;18.15
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Chile;EUR;23,214;8;23.18
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Nicaragua;EUR;14,178;26;9.28
Philips Hrvatska EUR;799-919-6701;DG_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_DG_Consideration_1.11.-15.12.2025.;23214457857;Demand Gen;Bosnia and Herzegovina;EUR;69,174;2,023;409.48
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Bolivia;EUR;59,502;113;35.58
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Cyprus;EUR;41;0;0
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Morocco;EUR;76,619;146;53.72
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Ghana;EUR;4,256;1;1.16
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Hungary;EUR;7;0;0.01
McDonald's EUR;673-543-9149;McDonald's HM TMNT x Sanrio August 2025 (YT) - CPV;22872439121;In-stream video;Croatia;EUR;190,155;235;406.64
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Kenya;EUR;33,080;28;21.04
Philips Hrvatska EUR;799-919-6701;VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22255099322;In-stream video;Croatia;EUR;2,911,566;3,311;2600.38
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Romania;EUR;94;0;0.23
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Gibraltar;EUR;18;0;0.01
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Pakistan;EUR;2;0;0
McDonald's EUR;673-543-9149;McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - CPV;23084947105;In-stream video;Croatia;EUR;976,734;694;2500.99
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Israel;EUR;1,720;0;0.64
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Czechia;EUR;1,882;0;0.22
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Falkland Islands (Islas Malvinas);EUR;1;0;0
McDonald's EUR;673-543-9149;McDonald's Happy Meal Squiishmallows June 2025 - CPV;22636378057;In-stream video;Croatia;EUR;873,642;871;2999.25
McDonald's EUR;673-543-9149;McDonald's Adventski kalendar December 2025 (YT) - CPV;23310621005;In-stream video;Croatia;EUR;932,111;673;2999.36
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Japan;EUR;944;2;5.55
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;South Korea;EUR;2,206;1;1.06
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Brazil;EUR;110,923;30;135.89
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Northern Mariana Islands;EUR;119;0;0.04
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;British Indian Ocean Territory;EUR;7;0;0
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Faroe Islands;EUR;133;0;0.05
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Isle of Man;EUR;82;1;0.04
Zott EUR;150-132-6366;Zott Monte May - Jul 2025 (YT) - Bumper - CPM;22554802796;In-stream video;Croatia;EUR;2,217,754;3,624;3000.34
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Zimbabwe;EUR;2;1;0.16
Philips Hrvatska EUR;799-919-6701;PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Senegal;EUR;1;0;0
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;South Africa;EUR;11,783;0;11.36
McDonald's EUR;673-543-9149;McDonald's Maestro IV Sep - Oct 2025 (YT) - CPV;22982571265;In-stream video;Croatia;EUR;1,074,920;1,041;3500.2
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;New Caledonia;EUR;56;0;0.04
McDonald's EUR;673-543-9149;McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper;22165469401;In-stream video;Croatia;EUR;1,003,324;679;748.44
McDonald's EUR;673-543-9149;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Colombia;EUR;91,579;79;81.05
McDonald's EUR;673-543-9149;McDonald's Maestro III June-August 2025 (YT) - Bumper;22738160776;In-stream video;Croatia;EUR;2,867,898;1,972;2264.23
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;U.S. Virgin Islands;EUR;194;0;0.12
McDonald's EUR;673-543-9149;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Saudi Arabia;EUR;10,066;1;9.61
