Account name;Customer ID;Campaign;Campaign ID;Campaign type;Currency code;Campaign start date;Campaign end date;Impr.;Clicks;Cost
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21779102800;Demand Gen;EUR;3 Oct 2024;15 Dec 2024;0;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21779113828;Demand Gen;EUR;3 Oct 2024;15 Dec 2024;0;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._DEMAND GEN;21790209287;Demand Gen;EUR;8 Oct 2024;24 Dec 2024;0;0;0
Philips_SLO;129-935-0552;DG_OMD_SI-EN_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._DEMAND GEN;21794178136;Demand Gen;EUR;8 Oct 2024;24 Dec 2024;0;0;0
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_21.10.-24.12.2024.;21827352468;Demand Gen;EUR;22 Oct 2024;24 Dec 2024;0;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_21.10.-24.12.2024.;21833891519;Demand Gen;EUR;22 Oct 2024;24 Dec 2024;0;0;0
Philips Serbia DAN;840-154-8000;ne radi;21833920487;Demand Gen;EUR;22 Oct 2024;24 Dec 2024;0;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_ME-EN_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_18.10.-24.12.2024.;21833972135;Demand Gen;EUR;22 Oct 2024;24 Dec 2024;0;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_RS-EN_GB_BEA_Femaledepilation_Epilatormidend_NA_GOO_BRD_Epilators_07.06.-19.07. #2;21837833983;Demand Gen;EUR;22 Oct 2024;24 Dec 2024;0;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_RS-EN_MCC_MCC_Comforting_Soothers_NA_GOO_BRD_Avent Soothers 1.11.-31.12.2024.;21863556908;Demand Gen;EUR;1 Nov 2024;31 Dec 2024;0;0;0
Philips_SLO;129-935-0552;DG_OMD_SI-EN_MCC_MCC_Comforting_Soothers_NA_GOO_BRD_Avent Soothers 1.11.-31.12.2024.;21863720765;Demand Gen;EUR;1 Nov 2024;31 Dec 2024;0;0;0
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_SHAVER_6.11.-20.12.2024.;21879766200;Demand Gen;EUR;7 Nov 2024;20 Dec 2024;0;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149189739;Demand Gen;EUR;20 Jan 2025;7 Apr 2025;6,579,143;193,238;1949.91
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149298273;Demand Gen;EUR;20 Jan 2025;7 Apr 2025;2,695,732;40,152;1649.87
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247614314;Demand Gen;EUR;18 Feb 2025;14 Apr 2025;6,988,150;167,066;1949.89
Philips_SLO;129-935-0552;DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22258612036;Demand Gen;EUR;18 Feb 2025;14 Apr 2025;1,762,368;38,866;1700.7
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22305875906;Demand Gen;EUR;4 Mar 2025;15 Apr 2025;5,557,056;154,457;1999.85
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309625236;Demand Gen;EUR;4 Mar 2025;15 Apr 2025;1,553,478;35,119;1700.45
Philips Serbia DAN;840-154-8000;DG_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22356422344;Demand Gen;EUR;20 Mar 2025;30 Apr 2025;3,519,157;71,716;1150
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419187677;Demand Gen;EUR;9 Apr 2025;30 Jun 2025;701,099;19,249;1000
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419266775;Demand Gen;EUR;9 Apr 2025;30 Jun 2025;5,662,742;147,782;1749.97
Philips Serbia DAN;840-154-8000;DG_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_20.4.-30.6.;22419376731;Demand Gen;EUR;20 Apr 2025;30 Jun 2025;3,622,634;119,929;1300.01
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439032317;Demand Gen;EUR;15 Apr 2025;15 Jun 2025;4,421,578;123,607;1499.99
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;22442272935;Demand Gen;EUR;16 Apr 2025;15 Jun 2025;1,472,425;32,472;1650.47
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22448324377;Demand Gen;EUR;15 Apr 2025;4 Jun 2025;5,446,112;152,631;1750.12
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 15.4.-4.6.;22448545813;Demand Gen;EUR;15 Apr 2025;4 Jun 2025;2,845,467;41,738;2050.26
Philips_SLO;129-935-0552;DG_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514311083;Demand Gen;EUR;6 May 2025;4 Jul 2025;1,584,015;40,733;2000.89
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514381406;Demand Gen;EUR;6 May 2025;4 Jul 2025;3,817,682;109,054;1199.95
Philips_SLO;129-935-0552;DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22548317505;Demand Gen;EUR;15 May 2025;30 Jun 2025;1,003,294;28,090;1550.78
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22554733670;Demand Gen;EUR;15 May 2025;30 Jun 2025;4,718,720;115,533;1350.01
Philips_SLO;129-935-0552;DG_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_CRM_Newsletter;22599460230;Demand Gen;EUR;27 May 2025;16 Jun 2025;1,441,998;13,961;1249.4
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_9.6.-30.7.;22651133247;Demand Gen;EUR;9 Jun 2025;30 Jul 2025;4,156,626;130,708;1348.1
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_16.6.-20.8.2025.;22686031805;Demand Gen;EUR;17 Jun 2025;20 Aug 2025;3,643,413;110,190;999.97
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.;22689604765;Demand Gen;EUR;17 Jun 2025;20 Aug 2025;4,433,348;72,358;3000.02
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23028088734;Demand Gen;EUR;19 Sept 2025;30 Oct 2025;1,553,915;48,218;1445.41
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23038253197;Demand Gen;EUR;19 Sept 2025;30 Oct 2025;500,110;9,031;1799.05
Philips Serbia DAN;840-154-8000;DG_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_1.10.-30.11.2025.;23070221480;Demand Gen;EUR;1 Oct 2025;30 Nov 2025;1,403,232;30,887;1099.99
Philips_SLO;129-935-0552;DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23130333303;Demand Gen;EUR;15 Oct 2025;24 Dec 2025;429,255;5,434;1392.06
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140032196;Demand Gen;EUR;15 Oct 2025;30 Nov 2025;179,863;8,896;710.76
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23140250137;Demand Gen;EUR;15 Oct 2025;24 Dec 2025;254,159;12,277;1305.73
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.10-15.12.2025.;23142265184;Demand Gen;EUR;16 Oct 2025;15 Dec 2025;235,575;2,977;1249.92
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_15.10-15.12.2025.;23147384833;Demand Gen;EUR;16 Oct 2025;15 Dec 2025;244,479;8,712;1457.03
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.2025.;23150051901;Demand Gen;EUR;20 Oct 2025;10 Nov 2025;554,376;14,762;1406.51
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 20.09.-10.11.2025.;23159899915;Demand Gen;EUR;20 Oct 2025;10 Nov 2025;332,114;3,981;1822.32
Philips_SLO;129-935-0552;Greška 3;23159902234;Demand Gen;EUR;20 Oct 2025;10 Nov 2025;0;0;0
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23163083511;Demand Gen;EUR;22 Oct 2025;31 Dec 2025;152,701;1,995;602.14
Philips Serbia DAN;840-154-8000;DG_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23163237003;Demand Gen;EUR;22 Oct 2025;31 Dec 2025;39,247;1,021;400.24
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23168364167;Demand Gen;EUR;22 Oct 2025;31 Dec 2025;107,024;2,740;715.51
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_DG_1.11.-31.12.2025.;23232232446;Demand Gen;EUR;7 Nov 2025;31 Dec 2025;339,122;7,085;979.43
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_DG_1.11.-31.12.2025.;23241634504;Demand Gen;EUR;7 Nov 2025;31 Dec 2025;676,314;7,147;2000.2
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_DG_14.11.-31.12.2025.;23279014023;Demand Gen;EUR;20 Nov 2025;31 Dec 2025;79,689;1,120;704.1
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_DG_14.11.-31.12.2025.;23279038791;Demand Gen;EUR;20 Nov 2025;31 Dec 2025;133,079;2,276;555.72
Philips_SLO;129-935-0552;Greška - OneBlade;23486502168;Demand Gen;EUR;23 Jan 2026;18 Apr 2026;0;0;0
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_OG_OBBLD_ALL_NA_GOO_AUD_DES_OneBlade_DG_23.1.-18.4.2026.;23486581338;Demand Gen;EUR;23 Jan 2026;18 Apr 2026;0;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_OG_OBBLD_ALL_RECMANOB_GOO_AUD_DES_OneBlade_DG_23.1.-18.4.2026.;23491678256;Demand Gen;EUR;23 Jan 2026;18 Apr 2026;0;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_RS-SR_GB_BTY_Hrcr_Styl_NA_GOO_AUD_DES_SenseIQ_DG_1.2.-30.3.2026.;23508212117;Demand Gen;EUR;1 Feb 2026;30 Mar 2026;0;0;0
Philips_SLO;129-935-0552;DG_OMD_SI-SL_GB_BTY_Hrcr_Styl_NA_GOO_AUD_DES_SenseIQ_DG_1.2.-30.3.2026.;23512875274;Demand Gen;EUR;1 Feb 2026;30 Mar 2026;0;0;0
Philips Serbia DAN;840-154-8000;SenseIQ Greška;23512927855;Demand Gen;EUR;1 Feb 2026;30 Mar 2026;0;0;0
Philips Serbia DAN;840-154-8000;DG_OMD_ME-ME_GB_OG_OBBLD_ALL_NA_GOO_AUD_DES_OneBlade_DG_10.2.-30.4.2026.;23541474360;Demand Gen;EUR;10 Feb 2026;30 Apr 2026;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_BEA-BEA_IPL_lumeaq12023_CF_10.02.2023_15.03.2023_gdn_performancemax;19661268207;Performance Max;EUR;10 Feb 2023;15 Mar 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_BEA-BEA_IPL_lumeaq12023_CF_10.02.2023_15.03.2023_gdn_performancemax;19668907828;Performance Max;EUR;10 Feb 2023;15 Mar 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_BEA-BEA_MultipleProducts_haircareq12023_CF_15.02.2023_30.03.2023_GDN_performance_max;19691560069;Performance Max;EUR;15 Feb 2023;30 Mar 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_OHC-PT_MultipleProducts_sonicareq12023_CF_06.03.2023_15.04.2023_GDN_performancemax;19707813258;Performance Max;EUR;21 Feb 2023;15 Apr 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_MG-MG_MultipleProducts_obbladesq12023_CF_20.02.2023_15.04.2023_GDN_performancemax;19716261043;Performance Max;EUR;21 Feb 2023;15 Apr 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_MG-MG_MultipleProducts_obbladesq12023_CF_20.02.2023_15.04.2023_GDN_performancemax;19716418997;Performance Max;EUR;28 Feb 2023;15 Apr 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_OHC-PT_MultipleProducts_sonicareq12023_CF_06.03.2023_15.04.2023_GDN_performancemax;19716419003;Performance Max;EUR;21 Feb 2023;15 Apr 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_OHC-BHIW_BrushHeads_brusheadsq12023_CF_08.03.2023_31.10.2023_GDN_performancemax;19774053495;Performance Max;EUR;8 Mar 2023;31 Oct 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_BEA-BEA_IPL_lumeaq22023_CF_10.04.2023_15.06.2023_gdn_performancemax;19958946717;Performance Max;EUR;11 Apr 2023;15 Jun 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_BEA-BEA_MultipleProducts_haircareq22023_CF_17.04.2023_30.05.2023_GDN_performance_max;19974870363;Performance Max;EUR;17 Apr 2023;30 May 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_BEA-BEA_IPL_lumeaq22023_CF_17.04.2023_15.06.2023_gdn_performancemax;19999432716;Performance Max;EUR;19 Apr 2023;15 Jun 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_MG-MG_Grooming_multigroomq22023_CF_04.05.2023_14.06.2023_gdn_performancemax;20105073787;Performance Max;EUR;8 May 2023;14 Jun 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_MG-MG_MultipleProducts_obbladeq22023_CF_05.06.2023_19.07.2023_performancemax;20253137512;Performance Max;EUR;5 Jun 2023;19 Jul 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_MG-MG_MultipleProducts_onebladeq22023 _CF_12.06.2023_26.07.2023_GDN_performancemax;20270795420;Performance Max;EUR;12 Jun 2023;26 Jul 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_BEA-BEA_FemDep_epilatorsq22023_CF_12.06.2023_18.07.2023_GDN_performancemax;20277304475;Performance Max;EUR;14 Jun 2023;18 Jul 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_BEA-BEA_FemDep_epilatorsq22023_CF_12.06.2023_18.07.2023_GDN_performancemax;20282561932;Performance Max;EUR;14 Jun 2023;18 Jul 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_OHC-PT_MultipleProducts_powerflosserq22023_CF_19.06.2023_11.08.2023_gdn_performancemax;20296931446;Performance Max;EUR;19 Jun 2023;11 Aug 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_MG-MG_MultipleProducts_obbladesq322023_CF_01.08.2023_14.09.2023_GDN_performancemax;20419709662;Performance Max;EUR;1 Aug 2023;14 Sept 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_MG-MG_MultipleProducts_obblades322023_CF_01.08.2023_14.09.20233_GDN_performancemax;20419785358;Performance Max;EUR;1 Aug 2023;14 Sept 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_BEA-BEA_MultipleProducts_haircareq42023_CF_26.9.-30.10.2023_GDN_performance_max;20585666280;Performance Max;EUR;27 Sept 2023;31 Oct 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_BEA-BEA_MultipleProducts_haircareq42023_CF_26.9.-30.10.2023_GDN_performance_max;20595534208;Performance Max;EUR;27 Sept 2023;31 Oct 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_MG-MG_MultipleProducts_obbladeq42023_CF_10.10.2023_25.11.2023_GDN_performance_max;20636883540;Performance Max;EUR;10 Oct 2023;25 Nov 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_MG-MG_MultipleProducts_obbladeq42023_CF_10.10.2023_25.11.2023_GDN_performance_max;20637035709;Performance Max;EUR;10 Oct 2023;25 Nov 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_BEA-BEA_MultipleProducts_shavingq4_CF_16.10.-10.12.2023_CF_26.9.-30.10.2023_GDN_performance_max;20675751808;Performance Max;EUR;17 Oct 2023;10 Dec 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_OHC-PT_MultipleProducts_sonicareq4_CF_27.10.2023_22.12.2023_GDN_performance_max;20727303515;Performance Max;EUR;30 Oct 2023;22 Dec 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_OHC-PT_MultipleProducts_sonicareq4_CF_27.10.2023_22.12.2023_GDN_performance_max;20727382256;Performance Max;EUR;30 Oct 2023;22 Dec 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_BEA-BEA_IPL_lumeaq42023_CF_27.10.2023_24.12.2023_GDN_performance_max;20732694182;Performance Max;EUR;31 Oct 2023;24 Dec 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_BEA-BEA_IPL_lumeaq42023_CF_27.10.2023_24.12.2023_GDN_performance_max;20732718674;Performance Max;EUR;31 Oct 2023;24 Dec 2023;0;0;0
Philips Serbia DAN;840-154-8000;OMD_SRB_MG-MG_Grooming_multigroomq42023_CF_20.11.-25.12.2024_GDN_performance_max;20774837685;Performance Max;EUR;20 Nov 2023;25 Dec 2023;0;0;0
Philips_SLO;129-935-0552;OMD_SLO_MG-MG_Grooming_multigroomq42023_CF_20.11.-25.12.2023_GDN_performance_max;20774872050;Performance Max;EUR;16 Nov 2023;25 Dec 2023;0;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OB Blades_PMAX_20.1.-20.2.2024.;20948921988;Performance Max;EUR;20 Jan 2024;20 Feb 2024;0;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_PMAX_15.2.-30.4.2024.;21024983720;Performance Max;EUR;15 Feb 2024;30 Apr 2024;0;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_PMAX_20.2.-30.4.2024.;21032956065;Performance Max;EUR;20 Feb 2024;30 Apr 2024;0;0;0
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_PMAX_20.2.-30.4.2024.;21039616040;Performance Max;EUR;20 Feb 2024;30 Apr 2024;0;0;0
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_PMAX_18.3.-31.5.2024.;21098286636;Performance Max;EUR;18 Mar 2024;31 May 2024;0;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_PMAX_5.4.-15.6.2024.;21168023696;Performance Max;EUR;8 Apr 2024;15 Jun 2024;0;0;0
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_PMAX_5.4.-15.6.2024.;21198763615;Performance Max;EUR;16 Apr 2024;15 Jun 2024;0;0;0
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-EN_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_05.06.-30.07.PMAX;21336471533;Performance Max;EUR;5 Jun 2024;30 Jul 2024;0;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-EN_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 05.06.-30.07.P.MAX;21340282447;Performance Max;EUR;5 Jun 2024;30 Jul 2024;0;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-EN_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_BLADES 6.8.-25.9.2024._PMAX;21549258475;Performance Max;EUR;6 Aug 2024;25 Sept 2024;0;0;0
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_OG_OneBladeBlades_OneBlade360Blades_RECMANOB_GOO_BRD_BLADES 6.8.-25.9.2024._P.MAX;21549317266;Performance Max;EUR;6 Aug 2024;25 Sept 2024;0;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade 1.10.-30.11.2024._P.MAX;21764236050;Performance Max;EUR;2 Oct 2024;30 Nov 2024;0;0;0
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade 1.10.-30.11.2024._P.MAX;21774697810;Performance Max;EUR;2 Oct 2024;30 Nov 2024;0;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-EN_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._PMAX;21783819795;Performance Max;EUR;8 Oct 2024;30 Dec 2024;0;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_21.10.-24.12.2024.;21827352471;Performance Max;EUR;22 Oct 2024;24 Dec 2024;0;0;0
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_21.10.-24.12.2024.;21833939729;Performance Max;EUR;22 Oct 2024;24 Dec 2024;0;0;0
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_SHAVER_6.11.-20.12.2024.;21890138398;Performance Max;EUR;7 Nov 2024;20 Dec 2024;0;0;0
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22145408123;Performance Max;EUR;20 Jan 2025;7 Apr 2025;386,699;8,778;1050.11
Philips_SLO;129-935-0552;PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149298726;Performance Max;EUR;20 Jan 2025;7 Apr 2025;1,155,970;5,341;1345.93
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22258179016;Performance Max;EUR;18 Feb 2025;14 Apr 2025;1,228,953;11,567;1846.88
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419312144;Performance Max;EUR;9 Apr 2025;30 Jun 2025;183,089;7,775;1248.47
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22445568686;Performance Max;EUR;15 Apr 2025;15 Jun 2025;162,646;4,951;1047.64
Philips Serbia DAN;840-154-8000;PMAX_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22448389351;Performance Max;EUR;15 Apr 2025;4 Jun 2025;809,626;34,073;1404.31
