Campaign;Campaign ID;Campaign type;Campaign start date;Campaign end date;Impr.;Clicks;Cost
Dr. Oetker Turisti Jul - Aug 2024 (DN) - CPM;21438445628;Display;4 Jul 2024;31 Aug 2024;0;0;0
Dr. Oetker Božićna kampanja Nov-Dec 2024 (DN) - CPC;21928839304;Display;19 Nov 2024;24 Dec 2024;0;0;0
Hervis Digi letak KW29 July 2023 (DN) - CPC;20369660604;Display;19 Jul 2023;25 Jul 2023;0;0;0
VID_OMD_RS-SR_GB_OG_OneBladeBlades_OneBlade360Blades_RECMANOB_GOO_BRD_BLADES 6.8.-25.9.2024._YOUTUBE;21545521328;In-stream video;6 Aug 2024;25 Sept 2024;0;0;0
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 1 st shave 9.9.-9.10.2024._teens;21678150390;In-stream video;9 Sept 2024;9 Oct 2024;0;0;0
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 1 st shave 9.9.-9.10.2024._parents;21678478500;Demand Gen;9 Sept 2024;9 Oct 2024;0;0;0
PMAX_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23130385398;Performance Max;15 Oct 2025;24 Dec 2025;483,534;16,511;1194.86
Philips_Starwars_December_YT;1014327304;In-stream video;8 Dec 2017;14 Dec 2017;0;0;0
Philips | Steamers | GDN mobile | Q3 | 2020;10275833965;Display;11 Jun 2020;30 Jun 2020;0;0;0
Philips | Steamers | GDN - Desktop | Q4 | 2020;11620401000;Display;15 Nov 2020;18 Dec 2020;0;0;0
Philips | Lumea | q4 | 2020 | GDN mobile RTG;11642338756;Display;15 Nov 2020;18 Dec 2020;0;0;0
Philips | HairCare | 2021 | Q1 | Desktop | GDN;12349333179;Display;16 Feb 2021;31 Mar 2021;0;0;0
Philips | Lumea Q2 | 2021 | GDN rtg;12897059994;Display;1 May 2021;15 Jul 2021;0;0;0
Philips | OneBlade | 2021 | Q4 | GDN - RE-M;14832252653;Display;1 Oct 2021;23 Dec 2021;0;0;0
Philips - Sonicare Q2 - 2022 - YT;16618109948;In-stream video;21 Mar 2022;13 May 2022;0;0;0
2020_07_One_Blade_REM;10455756472;Display;2 Jul 2020;31 Jul 2020;0;0;0
VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_5.4.-15.6.2024.;21171558661;In-stream video;8 Apr 2024;15 Jun 2024;0;0;0
DG_OMD_SI-EN_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_GGL AWO_HEALTHCARE;21398209666;Demand Gen;18 Jun 2024;30 Nov 2024;0;0;0
OMD_RS_MG-MG_Hybrid_onebladeq12022_CF_14.02.2022_30.03.2022_DISCOVERY;16194219272;Demand Gen;14 Feb 2022;30 Mar 2022;0;0;0
OMD_RS_BEA_IPL_lumeaq22022_CF_18.04.2022_07.05.2022_YT;16905875167;In-stream video;18 Apr 2022;7 May 2022;0;0;0
DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_DG_18.3.-31.5.2024.;21098321745;Demand Gen;18 Mar 2024;31 May 2024;0;0;0
VID_OMD_RS-SR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_YT_15.4.-4.6.2024.;21190324301;In-stream video;15 Apr 2024;4 Jun 2024;0;0;0
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_15.10-15.12.2025.;23147384833;Demand Gen;16 Oct 2025;15 Dec 2025;244,479;8,712;1457.03
VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025.;23237577731;In-stream video;7 Nov 2025;31 Dec 2025;3,445,105;4,562;2486.08
VID_OMD_RS-SR_OHC_OHC_OHCX_ALL_NA_GOO_AUD_DES_OHC_20.1.-31.1.2026.;23475010740;In-stream video;20 Jan 2026;17 Feb 2026;0;0;0
VID_OMD_RS-SR_GB_BTY_Hrcr_Styl_NA_GOO_AUD_DES_SenseIQ_YT_1.2.-30.3.2026.;23512888975;In-stream video;1 Feb 2026;30 Mar 2026;0;0;0
JGL Reflustat May 2019 (DN) - Poslovni;1901817359;Display;14 May 2019;15 Jun 2019;0;0;0
JGL AQM Zagađenje January-February (DN);9032372063;Display;24 Jan 2020;7 Feb 2020;0;0;0
JGL AQM Prevencija February-March 2020 (DN);9521182313;Display;28 Feb 2020;31 Mar 2020;0;0;0
JGL AQM September 2020 (YT) - Flight 1 - TrueView;11096173177;In-stream video;13 Sept 2020;26 Sept 2020;0;0;0
JGL AQM November - December 2020 (YT) - Faza 4 - TrueView;11510611421;In-stream video;1 Nov 2020;12 Dec 2020;0;0;0
Dr. Oetker Paula 1.flight May - Jul 2023 (YT) - CPV;20105285452;In-stream video;8 May 2023;31 Jul 2023;0;0;0
Dr Oetker High Protein Pudding September 2023 (DN) - CPC;20523905977;Display;4 Sept 2023;30 Sept 2023;0;0;0
Dr. Oetker Easter March 2024 (DN) - CPC;21079940098;Display;5 Mar 2024;30 Mar 2024;0;0;0
Hervis Poklon Kartice December 2025 - (DN) - CPM;23357588354;Display;12 Dec 2025;24 Dec 2025;5,664,597;4,622;1533.87
DG_OMD_RS-EN_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_GGL AWO_HEALTHCARE;21398223571;Demand Gen;18 Jun 2024;30 Nov 2024;0;0;0
VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309555849;In-stream video;4 Mar 2025;15 Apr 2025;2,052,665;2,567;1000.83
VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425754280;In-stream video;9 Apr 2025;30 Jun 2025;3,028,904;1,625;1501.4
PMAX_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22445568686;Performance Max;15 Apr 2025;15 Jun 2025;162,646;4,951;1047.64
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_Awareness_25.6.-20.7.2025;22737245028;In-stream video;2 Jul 2025;31 Jul 2025;10,917,740;12,121;6750.19
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140032196;Demand Gen;15 Oct 2025;30 Nov 2025;179,863;8,896;710.76
lumeabaq42022 - GDN Consideration;18591077473;Display;14 Oct 2022;15 Dec 2022;0;0;0
Kaufland- Katalog Prehrana - 2023;19459170415;Display;2 Jan 2023;15 Jan 2023;0;0;0
Kaufland - Image - Parkside  Sept - Oct 2023 (DN) - CPC;20542299330;Display;13 Sept 2023;24 Oct 2023;0;0;0
Kaufland - Impuls - Other - Online katalog - LJETNO OSVJEŽENJE - Jun 2024 (DN) - CPC;21342851195;Display;3 Jun 2024;16 Jun 2024;0;0;0
Kaufland - Online katalog - VRT - Mar 2025 (DN) - CPC;22357788672;Display;23 Mar 2025;4 May 2025;1,442,069;28,435;999.05
Kaufland - Image - Impuls - Gaming - Minecraft - Apr 2025 (DN) - CPM;22409208617;Display;7 Apr 2025;25 Apr 2025;5,157,805;4,356;1257.07
Kaufland - Impuls - Gaming - Roblox - Jan-Feb 2024 (DN) - CPC;20945768823;Display;22 Jan 2024;26 Feb 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Biograd - May-Jun 2025 (DN) - CPM;22588026601;Display;21 May 2025;17 Jun 2025;1,325,725;1,584;752.22
202503//Got2b_STY Glued Off LX 25_OLV_16x9_15s_GluedTinted_Styling&ColorB&E_241122asv04FL2D_Global_V1//15sec//CPM//W18-34;22296206877;In-stream video;3 Mar 2025;5 May 2025;1,778,322;2,529;4000
Kaufland - Zapošljavanje Šibenik Apr - May 2023 (DN) - CPC;20019506062;Display;21 Apr 2023;10 May 2023;0;0;0
Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DG) - CPC;23068292085;Demand Gen;1 Oct 2025;7 Oct 2025;273,032;11,823;548.78
Kaufland - Zapošljavanje u logistici - Sisačko-moslavačka županija - Aug 2023 (DN) - CPC;20480704456;Display;21 Aug 2023;28 Aug 2023;0;0;0
Kaufland - Image - Impuls - Christmas - BOŽIĆNE DEKORACIJE - Nov-Dec 2024 (DN) - CPC;21915732865;Display;18 Nov 2024;24 Dec 2024;0;0;0
Less sugar display;19231443507;Display;15 Dec 2022;24 Dec 2022;0;0;0
Kaufland - Image - CSR - Food Waste - Mar - Apr 2023 (DN) - CPM;19850959096;Display;20 Mar 2023;5 Apr 2023;0;0;0
Kaufland - SuperSommer - 2. val - Jun 2023 (DN) - CPM - German language;20277120224;Display;15 Jun 2023;30 Jun 2023;0;0;0
Kaufland - Image - Impuls - Kaufland Card rođendan - Oct - Nov 2023 (DN) - CPM;20609233113;Display;4 Oct 2023;28 Nov 2023;0;0;0
Kaufland - Stranci - Filipino - Jul 2025 (DN) - CPM;22783166083;Display;10 Jul 2025;24 Jul 2025;6,788;22;5.58
Kaufland- Whatsapp- 2023- display;19572480396;Display;17 Jan 2023;14 Feb 2023;0;0;0
Kaufland - Image - Impuls - Kaufland Card - Zagreb + Plavi utorak - Apr 2024 (DN) - CPC;21154582043;Display;3 Apr 2024;30 Apr 2024;0;0;0
Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM;22094960787;Display;7 Jan 2025;4 Feb 2025;3,464,953;4,056;999.98
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Aug 2025 (DN) - CPC;22922001768;Display;23 Aug 2025;26 Aug 2025;1,619,886;20,025;1057.18
Kaufland - Impuls - Nova Gradiška - Sept-Oct 2025 (DG) - CPC;23064392874;Demand Gen;30 Sept 2025;2 Oct 2025;55,840;2,173;937.7
POR-Porsche-Welt-Auto-GDN2023-GDN-NoLink-traffic-TOP-GEN-cro-HR-23012023-31122023;19632670527;Display;1 Feb 2023;31 Dec 2023;0;0;0
Porsche DWA Oct - Dec 2025 (GDN) - CPC;23209790548;Display;31 Oct 2025;5 Dec 2025;2,194,012;46,892;3722.24
Kaufland - Image - Eigenmarke - Parkside  Apr - May 2023 (DN) - CPM;20032713296;Display;26 Apr 2023;23 May 2023;0;0;0
Kaufland - Image - Impuls - Podcast - 2. flight - Oct - Nov 2023 (DN) - CPC;20689570525;Display;23 Oct 2023;5 Nov 2023;0;0;0
KRIVO KOPIRANO;21073428416;Display;4 Mar 2024;2 Apr 2024;0;0;0
Kaufland - Image - Impuls - Kaufland Card - Zagreb + Plavi utorak - May 2024 (DN) - CPM;21250355653;Display;1 May 2024;31 May 2024;0;0;0
Kaufland - Impuls - Competition - NEO konkurencija Virovitica - Nov-Dec 2024 (DN) - CPM;21903783059;Display;13 Nov 2024;10 Dec 2024;0;0;0
Kaufland - Image - Other - NEO - Otvorenje Osijek - Oct 2025 (DN) - CPM;23076969740;Display;2 Oct 2025;15 Oct 2025;5,360,033;6,100;1348.76
Kandit Slatkici youtube;19231443486;In-stream video;15 Dec 2022;24 Dec 2022;0;0;0
Porsche Moon Oct - Dec 2025 - (YT) - VVC;23095969598;In-stream video;8 Oct 2025;30 Dec 2025;2,733,847;1,908;5500.98
Kaufland - SuperSommer - 3. val - Jul 2023 (DN) - CPM - German language;20321541966;Display;1 Jul 2023;14 Jul 2023;0;0;0
Kaufland - SuperSommer - 5., 6., 7., 8. i 9. val - Aug 2024 (DN) - CPM - Polish Language;21529144006;Display;1 Aug 2024;14 Oct 2024;0;0;0
Kaufland - Zapošljavanje - Logistika - Sept 2024 (DN) - CPM;21704523289;Display;16 Sept 2024;21 Sept 2024;0;0;0
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Dugo Selo - Jan-Feb 2025 (DN) - CPM;22157995591;Display;24 Jan 2025;4 Feb 2025;1,308,657;1,525;499.97
Kaufland - Impuls - Ivanec - Sept-Nov 2025 (DG) - CPC;23055092044;Demand Gen;24 Sept 2025;11 Nov 2025;91,996;4,181;501.92
Kaufland - Impuls - Božić - Nov-Dec - (DG) - CPC;23268872371;Demand Gen;14 Nov 2025;24 Dec 2025;3,320,753;61,623;2150.35
Kaufland - Online Leaflet Garden - Apr - May 2023 (DN) - CPC;19992372887;Display;17 Apr 2023;7 May 2023;0;0;0
Kaufland - Kaufland Card - Zvijezda Prize Game - May 2023 (DN) - CPC;20068330206;Display;3 May 2023;31 May 2023;0;0;0
Kaufland - Image - DPG - Jamstvo niske cijene - Oct 2023 (DN) - CPM;20607850515;Display;3 Oct 2023;17 Oct 2023;0;0;0
Kaufland - SuperSommer - 2.val - Jun 2024 (DN) - CPM - German Language;21388663339;Display;15 Jun 2024;30 Jun 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Feb 2025 (DN) - CPC;22261718856;Display;23 Feb 2025;25 Feb 2025;1,975,863;29,716;1488.45
Porsche Moon Oct - Dec 2025 - (DN) - CPC;23090115996;Display;8 Oct 2025;30 Dec 2025;3,244,858;44,936;2999.85
Kaufland - Zapošljavanje Rijeka - Radnik na ambalaži - Jun 2023 (DN) - CPC;20262552467;Display;9 Jun 2023;30 Jun 2023;0;0;0
Kaufland - SuperSommer - 5., 6., 7., 8. i 9. val - Aug 2024 (DN) - CPM - Italian Language;21529144003;Display;1 Aug 2024;14 Oct 2024;0;0;0
Kaufland - Zapošljavanje Rijeka Jun 2023 (DN) - CPC;20304214069;Display;23 Jun 2023;30 Jun 2023;0;0;0
202106//got2b//Brand Campaign got2b Uncensored 2021//got2b Styling Limited Edition Sheidlina 2021 (RU)//video//bumper - CPM;19311477570;In-stream video;20 Dec 2022;30 Dec 2022;0;0;0
Kaufland - SuperSommer - 6. val - Aug 2023 (DN) - CPM - German language;20443952786;Display;15 Aug 2023;31 Aug 2023;0;0;0
Kaufland - Impuls - Competition - NEO konkurencija Sinj - 100ti kupac - Dec-Jan 2024 (DN) - CPM;22052818761;Display;27 Dec 2024;21 Jan 2025;2,263,435;3,306;1138.62
Kaufland - Impuls - KCard Nagradna igra - Feb-Mar (DN) - CPC;23534588110;Display;4 Feb 2026;3 Mar 2026;0;0;0
Kaufland - Kaufland Card - Blue Tuesday - June 2023 (DN) - CPC;20285495903;Display;20 Jun 2023;27 Jun 2023;0;0;0
Kaufland - Zapošljavanje Vodice Biograd Jun 2023 (DN) - CPC;20304214063;Display;23 Jun 2023;30 Jun 2023;0;0;0
Kaufland - Zapošljavanje u logistici - Aug 2023 (DN) - CPC;20445074849;Display;11 Aug 2023;18 Aug 2023;0;0;0
Kaufland - Zapošljavanje u logistici - Zagrebačka županija - Aug 2023 (DN) - CPC;20471206539;Display;21 Aug 2023;28 Aug 2023;0;0;0
Kaufland GDN Godišnja 2023 - Dubrovnik (DN) - CPC;20499784029;Display;1 Sept 2023;30 Sept 2023;0;0;0
Kaufland - Kaufland marke + Nagradna igra - Aug - Oct 2023 (DN) - CPC;20507421775;Display;30 Aug 2023;3 Oct 2023;0;0;0
Kaufland - Impuls - Other - Online katalog - BEBE - Apr-May 2024 (DN) - CPC;21235454336;Display;29 Apr 2024;11 May 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Mar 2025 (DN) - CPC;22367806441;Display;23 Mar 2025;25 Mar 2025;1,765,407;22,161;1460.88
Kaufland - Animal Crossing - 2023;19711901482;Display;20 Feb 2023;6 Mar 2023;0;0;0
Kaufland - KŠViP - May - Jun 2023 (DN) - CPM;20198547801;Display;29 May 2023;11 Jun 2023;0;0;0
Kaufland - Zapošljavanje Vodice Jun 2023 (DN) - CPC;20304214075;Display;23 Jun 2023;30 Jun 2023;0;0;0
Kaufland - SuperSommer - 4. val - Jul 2024 (DN) - CPM - German Language;21462805382;Display;15 Jul 2024;31 Jul 2024;0;0;0
Kaufland - Image - Impuls - Other - Otvaranje konkurencije - Vinkovci - Jun-Jul 2025 (DN) - CPM;22715554283;Display;25 Jun 2025;22 Jul 2025;1,640,530;2,110;499.99
Kaufland - Impuls - Kaufland Card - Blue Tuesday - July 2025 (DN) - CPC;22832422795;Display;26 Jul 2025;29 Jul 2025;1,541,152;27,991;996.21
Kaufland - Image - Other - Otvorenje Ivanec - Oct-Dec 2024 (DN) - CPM;21834427382;Display;22 Oct 2024;3 Dec 2024;0;0;0
Kaufland - Impuls - Online leaflets - Back to school - Aug-Sep 2025 (DN) - CPC;22942079495;Display;27 Aug 2025;9 Sept 2025;1,903,965;22,690;1074.9
Porsche DWA Oct - Dec 2025 (DG) - CPC;23205620765;Demand Gen;31 Oct 2025;5 Dec 2025;1,618,563;49,222;1501.02
Kaufland - Impuls - Online katalog - KUĆNI LJUBIMCI - Feb 2024 (DN) - CPC;21012217199;Display;12 Feb 2024;25 Feb 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Dec 2024 (DN) - CPC;22069502307;Display;30 Dec 2024;31 Dec 2024;0;0;0
Kaufland - BTS -  1. i 2. val - Aug - Sep 2025 (DN) - CPC;22902769159;Display;13 Aug 2025;14 Sept 2025;2,061,278;22,186;2391.6
Kaufland - Impuls - Božić - Nov-Dec - (DN) - CPC;23259493185;Display;14 Nov 2025;24 Dec 2025;5,365,916;106,244;3943.72
Kaufland - Price fever - 2023;19491267969;Display;5 Jan 2023;15 Feb 2023;0;0;0
Kaufland - Impuls - WhatsApp - Feb 2024 (DN) - excluded catalog placements - CPC;20985733562;Display;1 Feb 2024;29 Feb 2024;0;0;0
POR-Porsche-Moon-MoonGDN-GDN-NoLink-traffic-TOP-GEN-cro-HR-23012023-31122023;19757905172;Display;3 Mar 2023;31 Dec 2023;0;0;0
Moon - GDN - Q4 - Traffic - 15112024-30122024;21928717141;Display;19 Nov 2024;30 Dec 2024;0;0;0
Kaufland - Katalog - Igračke - Nov - Dec 2023 (DN) - CPC;20726472180;Display;2 Nov 2023;24 Dec 2023;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Apr 2024 (DN) - CPC;21225341437;Display;23 Apr 2024;30 Apr 2024;0;0;0
Kaufland - Impuls - Other - Online katalog - BTS - 2. val - Aug-Sept 2024 (DN) - CPC;21616485723;Display;25 Aug 2024;1 Sept 2024;0;0;0
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - 100ti kupac - Split - Jul-Aug 2025 (DN) - CPM;22829619343;Display;23 Jul 2025;19 Aug 2025;818,962;15,868;498.62
Kaufland - Impuls - Private Brands - Bevola Naturals - Mar - Apr 2023 (DN) - CPC;19794535369;Display;13 Mar 2023;15 Apr 2023;0;0;0
Kaufland - Zapošljavanje Logistika May - Jun 2023 (DN) - CPC;20155415016;Display;28 May 2023;15 Jun 2023;0;0;0
Kaufland - Zapošljavanje Zamet Jun 2023 (DN) - CPC;20304214066;Display;23 Jun 2023;30 Jun 2023;0;0;0
Kaufland - SuperSommer - 3. val - Jul 2023 (DN) - CPM - Other languages;20326404920;Display;1 Jul 2023;14 Jul 2023;0;0;0
Kaufland - Impuls - Other - Online katalog - SLATKIŠI - May 2024 (DN) - CPC;21273166782;Display;12 May 2024;25 May 2024;0;0;0
Kaufland - Impuls - Other - Online katalog - Kućni ljubimci - Jan-Feb 2025 (DN) - CPC;22138453161;Display;20 Jan 2025;1 Feb 2025;2,154,429;36,459;1594.67
Porsche Moon Oct - Dec 2025 - (DG) - CPC;23095969412;Demand Gen;8 Oct 2025;30 Dec 2025;4,520,397;74,995;2499.34
Kaufland - Impuls - Other - Online katalog Kozmetika - Apr 2024 (DN) - CPC;21135383247;Display;1 Apr 2024;9 Apr 2024;0;0;0
POR-Porsche-Moon-MoonGDN-GDN-NoLink-traffic-TOP-GEN-cro-HR-23012023-31122023 - staro;19632682443;Display;1 Feb 2023;31 Dec 2023;0;0;0
Porsche DWA Oct - Dec 2025 (YT) - Efficient reach - CPM;23205520748;In-stream video;31 Oct 2025;5 Dec 2025;3,722,590;2,750;4500.12
202503//Got2b_STY Glued Off LX 25_Bumper_16x9_6s_GluedTinted_Styling&ColorB&E_241126asv01FL2D_Global_V1//6sec//CPM//W18-34;22306607992;In-stream video;3 Mar 2025;5 May 2025;2,524,016;5,206;2999.64
Kaufland - Zapošljavanje Varaždin Jun 2023 (DN) - CPC;20304214072;Display;23 Jun 2023;30 Jun 2023;0;0;0
Kaufland - Kaufland Card - Blue Tuesday - Sept 2023 (DN) - CPC;20559277666;Display;19 Sept 2023;26 Sept 2023;0;0;0
Kaufland - Impuls - Competition - NEO konkurencija Virovitica - Oct-Nov 2024 (DN) - CPM;21767952879;Display;3 Oct 2024;26 Nov 2024;0;0;0
Kaufland - Impuls - Image - Kaufland Aplikacija - Oct-Nov 2025 (DG) - CPC;23135615177;Demand Gen;15 Oct 2025;11 Nov 2025;0;0;0
Kaufland - Graffiti - Apr - May 2023 (DN) - CPC;20000057669;Display;19 Apr 2023;31 May 2023;0;0;0
Kaufland - Zapošljavanje Zadar Apr - May 2023 (DN) - CPC;20019506065;Display;21 Apr 2023;10 May 2023;0;0;0
Kaufland - Image - Impuls - Podcast - 3. flight - Nov 2023 (DN) - CPC;20742496301;Display;6 Nov 2023;19 Nov 2023;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Sept 2024 (DN) - CPC;21738539948;Display;24 Sept 2024;29 Sept 2024;0;0;0
Kaufland - Zapošljavanje Istra Apr - May 2023 (DN) - CPC;20019506068;Display;21 Apr 2023;10 May 2023;0;0;0
Kaufland - Zapošljavanje - Logistika - Jan 2024 (DN) - CPM;20915194765;Display;3 Jan 2024;23 Jan 2024;0;0;0
Kaufland - Kaufland Card - Blue Tuesday - Feb 2024 (DN) - CPC;21039249728;Display;20 Feb 2024;27 Feb 2024;0;0;0
Kaufland - Image - Impuls - Kaufland Card - Zagreb + Plavi utorak - Apr 2024 (DN) - CPM;21158083903;Display;3 Apr 2024;30 Apr 2024;0;0;0
Kaufland - Impuls - Other - WhatsApp - catalog placements (DN) - CPC;19935995728;Display;10 Apr 2023;10 May 2023;0;0;0
Kaufland - SuperSommer - 4. val - Jul 2023 (DN) - CPM - Other languages;20364339278;Display;15 Jul 2023;31 Jul 2023;0;0;0
Kaufland - Zapošljavanje u logistici - Karlovačka županija - Aug 2023 (DN) - CPC;20476475693;Display;21 Aug 2023;28 Aug 2023;0;0;0
Kaufland - Zapošljavanje - Logistika - Mar-Apr 2024 (DN) - CPM;21088901677;Display;11 Mar 2024;5 Apr 2024;0;0;0
Kaufland - Impuls - Other - Online katalog - BTS - Checkout kuponi - Aug-Sept 2024 (DN) - CPC;21632953119;Display;28 Aug 2024;8 Sept 2024;0;0;0
Kaufland - Zapošljavanje Logistika Apr - May 2023 (DN) - CPC;20019506053;Display;21 Apr 2023;21 May 2023;0;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr 2024 (DN) - CPM;21246542582;Display;2 May 2024;21 May 2024;0;0;0
Kaufland - Impuls - Other - Online katalog - BTS - 1. val - Aug 2024 (DN) - CPC;21559600261;Display;11 Aug 2024;24 Aug 2024;0;0;0
Ruby Display Remarketing;19231443495;Display;15 Dec 2022;24 Dec 2022;0;0;0
Kaufland GDN Godišnja 2026 (DN);19354219109;Display;23 Dec 2022;31 Dec 2026;69,012,276;1,033,117;28162.94
Kaufland - SuperSommer - 4. val - Jul 2023 (DN) - CPM - German language;20364339269;Display;15 Jul 2023;31 Jul 2023;0;0;0
Kaufland - SuperSommer - 5. val - Aug 2023 (DN) - CPM - Italian language;20393803197;Display;26 Jul 2023;14 Aug 2023;0;0;0
Kaufland - SuperSommer - 6. val - Aug 2023 (DN) - CPM - Other languages;20448588211;Display;15 Aug 2023;31 Aug 2023;0;0;0
Kaufland - Image - Impuls - Podcast - 4. flight - Nov - Dec 2023 (DN) - CPC - OBRISANO;20789079118;Display;20 Nov 2023;3 Dec 2023;0;0;0
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Italian language;22615379438;Display;1 Jun 2025;14 Sept 2025;2,250,314;2,504;448.4
Kaufland - Impuls - Eigenmarke - Parkside - Mar-Apr 2024 (DN) - CPC;21066699732;Display;4 Mar 2024;2 Apr 2024;0;0;0
Kaufland - Impuls - Other - Online katalog - SLATKIŠI - Oct 2024 (DN) - CPC;21781542220;Display;6 Oct 2024;19 Oct 2024;0;0;0
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Other languages;22609066737;Display;1 Jun 2025;14 Sept 2025;24,063,846;39,285;6986.83
Ruby display - nastavak;19231443498;Display;15 Dec 2022;24 Dec 2022;0;0;0
Kaufland- Whatsapp- 2023- display- catalog placments;19580647618;Display;17 Jan 2023;14 Feb 2023;0;0;0
Kaufland - (ne)radne nedjelje - Jun - Jul 2023 (DN) - CPC;20295720623;Display;26 Jun 2023;15 Aug 2023;0;0;0
Kaufland - Zapošljavanje u logistici - Jul 2023 (DN) - CPC;20375612772;Display;19 Jul 2023;26 Jul 2023;0;0;0
Kaufland - Impuls - Other - Online katalog Vegenuary - Jan-Feb 2024 (DN) - CPC;20958207005;Display;22 Jan 2024;4 Feb 2024;0;0;0
Kaufland - SuperSommer - 2.val - Jun 2024 (DN) - CPM - Polish Language;21384654149;Display;15 Jun 2024;30 Jun 2024;0;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;22504315132;Display;30 Apr 2025;13 May 2025;1,236,833;9,520;1271.73
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Polish language;22609067019;Display;1 Jun 2025;14 Sept 2025;3,198,142;4,081;872.14
202406//got2b//got2b Styling TopSeller 2024//got2b Styling TopSeller 2024//video//Bumper;21422169038;In-stream video;28 Jun 2024;31 Dec 2024;0;0;0
Kandit Zeko Nagradna Igra March 2024 (DN) - CPC;21117285764;Display;20 Mar 2024;30 Mar 2024;0;0;0
Kaufland - SuperSommer - 5. val - Aug 2023 (DN) - CPM - Other languages;20398818239;Display;26 Jul 2023;14 Aug 2023;0;0;0
Kaufland - Image - Impuls - Christmas - Daily Surprise - Dec 2024 (DN) - CPC;22030848402;Display;17 Dec 2024;29 Dec 2024;0;0;0
Ruby remarketing nastavak;19231443501;Display;15 Dec 2022;24 Dec 2022;0;0;0
Kaufland - Zapošljavanje Dalmacija Jun 2023 (DN) - CPC;20304214201;Display;23 Jun 2023;30 Jun 2023;0;0;0
Kaufland - Impuls - Red Bull Symphonic - Nov 2025 (DG) - CPC;23224632388;Demand Gen;3 Nov 2025;19 Nov 2025;2,802,198;44,645;1498.97
Kaufland - Impuls - Božić - Nov-Dec - (DG) - CPC;23259553593;Demand Gen;14 Nov 2025;24 Dec 2025;0;0;0
Moon - YT - Q4 - View's  - 15112024-31112024;21916015888;In-stream video;15 Nov 2024;30 Dec 2024;0;0;0
Kaufland - SuperSommer - 2. val - Jun 2023 (DN) - CPM - Other languages;20273531663;Display;15 Jun 2023;30 Jun 2023;0;0;0
Kaufland - SuperSommer - 4. val - Jul 2023 (DN) - CPM - Other languages - krivo;20368453573;Display;15 Jul 2023;31 Jul 2023;0;0;0
Kaufland - Kaufland Card - Blue Tuesday - Jul 2023 (DN) - CPC;20369065869;Display;18 Jul 2023;25 Jul 2023;0;0;0
